(i.j.k),X-axis,Y-axis,Z-axis,V.x,V.y,V.z,crease(i+1/2.j),crease(I.j+1/2),x0,y0,z0,boomFlag,alphai0,alphaj0
(24.6.0),0.833333333,0.333333333,0.00E+00,,,,0,1,0.833333333,0.333333333,0,0,3.141592654,3.141592654
(24.7.0),0.833333333,0.388888889,0,,,,0,1,0.833333333,0.388888889,0,0,3.141592654,3.141592654
(24.8.0),0.833333333,0.444444444,0,,,,0,1,0.833333333,0.444444444,0,0,3.141592654,3.141592654
(24.9.0),0.833333333,0.5,0.00E+00,,,,0,1,0.833333333,0.5,0,0,3.141592654,3.141592654
(24.10.0),0.833333333,0.555555556,0.00E+00,,,,0,1,0.833333333,0.555555556,0,0,3.141592654,3.141592654
(24.11.0),0.833333333,0.611111111,0.00E+00,,,,0,1,0.833333333,0.611111111,0,0,3.141592654,3.141592654
(24.12.0),0.833333333,0.666666667,0.00E+00,,,,0,1,0.833333333,0.666666667,0,0,3.141592654,3.141592654
(24.13.0),0.833333333,0.722222222,0.00E+00,,,,0,1,0.833333333,0.722222222,0,0,3.141592654,1.570796327
(24.14.0),0.833333333,0.777777778,0.00E+00,,,,0,1,0.833333333,0.777777778,0,0,3.141592654,3.141592654
(24.15.0),0.833333333,0.833333333,0.00E+00,,,,0,1,0.833333333,0.833333333,0,1,3.141592654,3.141592654
(24.16.0),0.833333333,0.888888889,0,,,,0,0,0.833333333,0.888888889,0,0,3.141592654,3.141592654
(24.17.0),0.833333333,0.944444444,0,,,,0,0,0.833333333,0.944444444,0,0,3.141592654,4.71238898
(24.18.0),0.833333333,1,0,,,,0,0,0.833333333,1,0,0,3.141592654,3.141592654
(25.0.0),0.833383333,0,0,,,,0,0,0.833383333,0,0,0,3.141592654,3.141592654
(25.1.0),0.833383333,0.055555556,0.00E+00,,,,0,0,0.833383333,0.055555556,0,0,3.141592654,3.141592654
(25.2.0),0.833383333,0.111111111,0.00E+00,,,,0,0,0.833383333,0.111111111,0,0,3.141592654,1.570796327
(25.3.0),0.833383333,0.166666667,0.00E+00,,,,0,3,0.833383333,0.166666667,0,0,3.141592654,3.141592654
(25.4.0),0.833383333,0.222222222,0,,,,0,2,0.833383333,0.222222222,0,0,3.141592654,3.141592654
(25.5.0),0.833383333,0.277777778,0,,,,0,2,0.833383333,0.277777778,0,0,3.141592654,3.141592654
(25.6.0),8.33E-01,3.33E-01,0,,,,0,2,0.833383333,0.333333333,0,0,3.141592654,3.141592654
(25.7.0),0.833383333,0.388888889,0,,,,0,2,0.833383333,0.388888889,0,0,3.141592654,3.141592654
(25.8.0),0.833383333,0.444444444,0,,,,0,2,0.833383333,0.444444444,0,0,3.141592654,3.141592654
(25.9.0),0.833383333,0.5,0,,,,0,2,0.833383333,0.5,0,0,3.141592654,1.570796327
(25.10.0),0.833383333,0.555555556,0,,,,0,2,0.833383333,0.555555556,0,0,3.141592654,3.141592654
(25.11.0),0.833383333,0.611111111,0.00E+00,,,,0,2,0.833383333,0.611111111,0,0,3.141592654,3.141592654
(25.12.0),0.833383333,0.666666667,0,,,,0,2,0.833383333,0.666666667,0,0,3.141592654,3.141592654
(25.13.0),0.833383333,0.722222222,0,,,,0,2,0.833383333,0.722222222,0,0,3.141592654,4.71238898
(25.14.0),0.833383333,0.777777778,0,,,,0,2,0.833383333,0.777777778,0,0,3.141592654,3.141592654
(25.15.0),0.833383333,0.833333333,0,,,,0,3,0.833383333,0.833333333,0,0,3.141592654,3.141592654
(25.16.0),0.833383333,0.888888889,0.00E+00,,,,0,0,0.833383333,0.888888889,0,0,3.141592654,3.141592654
(25.17.0),0.833383333,0.944444444,0.00E+00,,,,0,0,0.833383333,0.944444444,0,0,3.141592654,1.570796327
(25.18.0),0.833383333,1,0.00E+00,,,,0,0,0.833383333,1,0,0,3.141592654,3.141592654
(26.0.0),0.888888889,0,0,,,,0,0,0.888888889,0,0,0,3.141592654,3.141592654
(26.1.0),0.888888889,0.055555556,0.00E+00,,,,0,0,0.888888889,0.055555556,0,0,3.141592654,3.141592654
(26.2.0),0.888888889,0.111111111,0.00E+00,,,,0,0,0.888888889,0.111111111,0,1,3.141592654,3.141592654
(26.3.0),0.888888889,0.166666667,0.00E+00,,,,0,0,0.888888889,0.166666667,0,0,3.141592654,3.141592654
(26.4.0),0.888888889,0.222222222,0,,,,0,0,0.888888889,0.222222222,0,0,3.141592654,3.141592654
(26.5.0),0.888888889,0.277777778,0,,,,0,0,0.888888889,0.277777778,0,0,3.141592654,3.141592654
(26.6.0),0.888888889,0.333333333,0,,,,0,0,0.888888889,0.333333333,0,0,3.141592654,3.141592654
(26.7.0),0.888888889,0.388888889,0.00E+00,,,,0,0,0.888888889,0.388888889,0,0,3.141592654,3.141592654
(26.8.0),0.888888889,0.444444444,0.00E+00,,,,0,0,0.888888889,0.444444444,0,0,3.141592654,3.141592654
(26.9.0),0.888888889,0.5,0.00E+00,,,,0,0,0.888888889,0.5,0,0,3.141592654,3.141592654
(26.10.0),0.888888889,0.555555556,0,,,,0,0,0.888888889,0.555555556,0,0,3.141592654,3.141592654
(26.11.0),0.888888889,0.611111111,0.00E+00,,,,0,0,0.888888889,0.611111111,0,0,3.141592654,3.141592654
(26.12.0),0.888888889,0.666666667,0.00E+00,,,,0,0,0.888888889,0.666666667,0,0,3.141592654,1.570796327
(26.13.0),0.888888889,0.722222222,0.00E+00,,,,0,0,0.888888889,0.722222222,0,0,3.141592654,3.141592654
(26.14.0),0.888888889,0.777777778,0,,,,0,0,0.888888889,0.777777778,0,0,3.141592654,3.141592654
(26.15.0),0.888888889,0.833333333,0,,,,0,0,0.888888889,0.833333333,0,0,3.141592654,3.141592654
(26.16.0),0.888888889,0.888888889,0,,,,0,0,0.888888889,0.888888889,0,1,3.141592654,4.71238898
(26.17.0),0.888888889,0.944444444,0,,,,0,0,0.888888889,0.944444444,0,0,3.141592654,3.141592654
(26.18.0),0.888888889,1,0,,,,0,0,0.888888889,1,0,0,3.141592654,3.141592654
(27.0.0),0.944444444,0,0.00E+00,,,,0,0,0.944444444,0,0,0,3.141592654,3.141592654
(27.1.0),0.944444444,0.055555556,0.00E+00,,,,0,0,0.944444444,0.055555556,0,1,3.141592654,1.570796327
(27.2.0),0.944444444,0.111111111,0.00E+00,,,,0,0,0.944444444,0.111111111,0,0,3.141592654,3.141592654
(27.3.0),0.944444444,0.166666667,0,,,,0,0,0.944444444,0.166666667,0,0,3.141592654,3.141592654
(27.4.0),0.944444444,0.222222222,0,,,,0,0,0.944444444,0.222222222,0,0,3.141592654,3.141592654
(27.5.0),9.44E-01,2.78E-01,0,,,,0,0,0.944444444,0.277777778,0,0,3.141592654,3.141592654
(27.6.0),0.944444444,0.333333333,0,,,,0,0,0.944444444,0.333333333,0,0,3.141592654,3.141592654
(27.7.0),0.944444444,0.388888889,0,,,,0,0,0.944444444,0.388888889,0,0,3.141592654,3.141592654
(27.8.0),0.944444444,0.444444444,0,,,,0,0,0.944444444,0.444444444,0,0,3.141592654,1.570796327
(27.9.0),0.944444444,0.5,0,,,,0,0,0.944444444,0.5,0,0,3.141592654,3.141592654
(27.10.0),0.944444444,0.555555556,0.00E+00,,,,0,0,0.944444444,0.555555556,0,0,3.141592654,3.141592654
(27.11.0),0.944444444,0.611111111,0,,,,0,0,0.944444444,0.611111111,0,0,3.141592654,3.141592654
(27.12.0),0.944444444,0.666666667,0,,,,0,0,0.944444444,0.666666667,0,0,3.141592654,4.71238898
(27.13.0),0.944444444,0.722222222,0,,,,0,0,0.944444444,0.722222222,0,0,3.141592654,3.141592654
(27.14.0),0.944444444,0.777777778,0,,,,0,0,0.944444444,0.777777778,0,0,3.141592654,3.141592654
(27.15.0),0.944444444,0.833333333,0.00E+00,,,,0,0,0.944444444,0.833333333,0,0,3.141592654,3.141592654
(27.16.0),0.944444444,0.888888889,0.00E+00,,,,0,0,0.944444444,0.888888889,0,0,3.141592654,1.570796327
(27.17.0),0.944444444,0.944444444,0.00E+00,,,,0,0,0.944444444,0.944444444,0,1,3.141592654,3.141592654
(27.18.0),0.944444444,1,0.00E+00,,,,0,0,0.944444444,1,0,0,3.141592654,3.141592654
(28.0.0),1,0,0.00E+00,,,,0,0,1,0,0,1,3.141592654,3.141592654
(28.1.0),1,0.055555556,0.00E+00,,,,0,0,1,0.055555556,0,0,3.141592654,3.141592654
(28.2.0),1,0.111111111,0.00E+00,,,,0,0,1,0.111111111,0,0,3.141592654,3.141592654
(28.3.0),1,0.166666667,0.00E+00,,,,0,0,1,0.166666667,0,0,3.141592654,3.141592654
(28.4.0),1,0.222222222,0,,,,0,0,1,0.222222222,0,0,3.141592654,3.141592654
(28.5.0),1,0.277777778,0.00E+00,,,,0,0,1,0.277777778,0,0,3.141592654,3.141592654
(28.6.0),1,0.333333333,0.00E+00,,,,0,0,1,0.333333333,0,0,3.141592654,3.141592654
(28.7.0),1,0.388888889,0.00E+00,,,,0,0,1,0.388888889,0,0,3.141592654,3.141592654
(28.8.0),1,0.444444444,0.00E+00,,,,0,0,1,0.444444444,0,0,3.141592654,3.141592654
(28.9.0),1,0.5,0.00E+00,,,,0,0,1,0.5,0,0,3.141592654,3.141592654
(28.10.0),1,0.555555556,0,,,,0,0,1,0.555555556,0,0,3.141592654,3.141592654
(28.11.0),1,0.611111111,0,,,,0,0,1,0.611111111,0,0,3.141592654,1.570796327
(28.12.0),1,0.666666667,0,,,,0,0,1,0.666666667,0,0,3.141592654,3.141592654
(28.13.0),1,0.722222222,0,,,,0,0,1,0.722222222,0,0,3.141592654,3.141592654
(28.14.0),1,0.777777778,0,,,,0,0,1,0.777777778,0,0,3.141592654,3.141592654
(28.15.0),1,0.833333333,0,,,,0,0,1,0.833333333,0,0,3.141592654,4.71238898
(28.16.0),1,0.888888889,0,,,,0,0,1,0.888888889,0,0,3.141592654,3.141592654
(28.17.0),1,0.944444444,0,,,,0,0,1,0.944444444,0,0,3.141592654,3.141592654
(28.18.0),1,1,0.00E+00,,,,0,0,1,1,0,1,3.141592654,3.141592654
